name surname,position,fg_pct,fg3_pct,fg2_pct,ft_pct,rebounds,asists,points_per_game
Yaroslav Korolev,SF,0.6,0.24,0.29,0.6,0.4,0.4,1.15
David Lee,SF,0.76,0.02,0.55,0.76,8.19,2.05,12.48
John Lucas III,PG,0.5,0.23,0.42,0.5,0.69,1.26,3.54
Arvydas Macijauskas,SG,0.87,0.25,0.38,0.87,0.5,0.3,2.3
Rawle Marshall,SF,0.72,0.28,0.4,0.72,1.0,0.35,2.8
Jason Maxiell,PF,0.53,0.0,0.48,0.53,3.83,0.4,5.19
Sean May,PF,0.72,0.42,0.45,0.72,4.05,0.95,6.83
Rashad McCants,SG,0.74,0.34,0.45,0.74,1.93,1.27,9.47
Aaron Miles,PG,1.0,0.0,0.33,1.0,0.7,1.3,0.8
C.J. Miles,PG,0.8,0.34,0.45,0.8,2.16,1.03,8.63
Sergei Monia,SF,0.79,0.18,0.25,0.79,1.5,0.5,2.33
Boniface N\'Dong,C,0.67,0.0,0.42,0.67,1.6,0.3,2.2
Fabricio Oberto,C,0.61,0.0,0.58,0.61,2.97,0.77,2.73
Andre Owens,PG,0.7,0.32,0.37,0.7,1.2,0.9,3.5
Chris Paul,PG,0.87,0.37,0.51,0.87,4.51,9.43,18.41
Johan Petro,C,0.66,0.12,0.46,0.66,3.72,0.45,4.21
Josh Powell,PF,0.65,0.05,0.4,0.65,3.0,0.44,3.53
Ronnie Price,PG,0.75,0.28,0.4,0.75,1.18,1.75,3.4
Shavlik Randolph,PF,0.49,0.08,0.4,0.49,2.37,0.2,2.13
Anthony Roberson,PG,0.73,0.35,0.45,0.73,0.84,0.5,3.72
Lawrence Roberts,C,0.6,0.0,0.47,0.6,3.15,0.4,3.35
Nate Robinson,PG,0.72,0.33,0.41,0.72,1.8,2.62,8.68
Melvin Sanders,SG,0.7,0.67,0.47,0.7,1.4,0.2,2.6
Alex Scales,SG,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke Schenscher,C,0.51,0.0,0.46,0.51,1.9,0.25,1.75
Wayne Simien,PF,0.8,0.0,0.44,0.8,1.7,0.35,3.15
James Singleton,SF,0.86,0.26,0.48,0.86,4.29,0.57,4.47
Salim Stoudamire,SG,0.87,0.36,0.42,0.87,1.27,1.0,7.7
Chris Taft,C,0.17,0.0,0.6,0.17,2.1,0.1,2.8
Donell Taylor,SG,0.61,0.21,0.42,0.61,1.05,0.95,2.7
Dijon Thompson,SG,0.92,0.18,0.48,0.92,1.2,0.2,2.8
Ronny Turiaf,C,0.49,0.0,0.54,0.49,3.45,1.08,3.63
Charlie Villanueva,PF,0.75,0.33,0.49,0.75,4.3,0.76,9.59
Von Wafer,SG,0.62,0.2,0.35,0.62,0.85,0.45,3.17
Matt Walsh,SG,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Hakim Warrick,PF,0.74,0.08,0.48,0.74,3.48,0.7,8.42
Martell Webster,SF,0.71,0.33,0.4,0.71,2.71,0.89,7.48
Robert Whaley,C,0.5,0.0,0.4,0.5,1.9,0.7,2.1
Deron Williams,PG,0.82,0.35,0.48,0.82,3.14,8.08,15.83
Lou Williams,PG,0.82,0.34,0.46,0.82,2.24,3.29,14.13
Marvin Williams,PF,0.81,0.33,0.51,0.81,4.95,1.25,9.64
Antoine Wright,SG,0.56,0.27,0.44,0.56,2.0,0.93,4.69
Bracey Wright,SG,0.8,0.33,0.45,0.8,1.85,0.75,6.2
Derrick Zimmerman,PG,0.0,0.0,0.67,0.0,2.0,3.5,2.0
Hassan Adams,SG,0.58,0.0,0.43,0.58,0.95,0.15,1.9
Maurice Ager,SG,0.43,0.25,0.38,0.43,0.52,0.27,2.27
LaMarcus Aldridge,C,0.81,0.22,0.5,0.81,8.3,1.97,19.47
Lou Amundson,PF,0.34,0.0,0.37,0.34,2.72,0.36,2.35
Hilton Armstrong,C,0.5,0.17,0.44,0.5,2.43,0.38,2.27
James Augustine,PF,0.25,0.0,0.43,0.25,1.35,0.55,1.3
Kelenna Azubuike,SG,0.6,0.39,0.49,0.6,3.18,0.86,9.24
Renaldo Balkman,SF,0.53,0.22,0.47,0.53,2.23,0.42,2.88
J.J. Barea,PG,0.79,0.35,0.45,0.79,2.06,3.92,8.72
Andrea Bargnani,PF,0.83,0.33,0.47,0.83,4.53,1.23,14.27
Will Blalock,PG,1.0,0.2,0.32,1.0,1.1,1.2,1.8
Josh Boone,PF,0.43,0.0,0.55,0.43,4.85,0.5,5.15
Cedric Bozeman,SG,0.33,0.15,0.35,0.33,1.0,0.4,1.1
Ronnie Brewer,SG,0.45,0.18,0.39,0.45,2.23,1.25,5.13
Andre Brown,PF,0.68,0.0,0.41,0.68,2.57,0.2,2.13
Dee Brown,PG,0.65,0.26,0.32,0.65,1.1,1.75,2.3
Shannon Brown,SG,0.74,0.26,0.41,0.74,1.25,0.78,5.21
Rodney Carney,SF,0.6,0.32,0.46,0.6,1.73,0.37,5.0
Mardy Collins,SF,0.59,0.27,0.4,0.59,1.73,1.75,3.93
Will Conroy,PG-SG,0.1,0.0,0.09,0.1,0.78,1.0,0.3
Paul Davis,C,0.65,0.0,0.43,0.65,1.5,0.65,2.65
Yakhouba Diawara,SG,0.47,0.27,0.41,0.47,1.2,0.62,2.85
Quincy Douby,PG,0.85,0.32,0.47,0.85,1.1,0.88,4.1
Jordan Farmar,PG,0.7,0.38,0.42,0.7,1.86,3.12,7.7
Desmon Farmer,SG,1.0,0.25,0.46,1.0,1.05,0.9,2.95
Randy Foye,PG,0.84,0.35,0.42,0.84,2.21,2.72,9.68
Jorge Garbajosa,PF,0.37,0.36,0.34,0.37,3.5,1.15,5.8
Rudy Gay,SF,0.8,0.34,0.48,0.8,6.0,2.34,17.53
Mickaël Gelabale,SF,0.82,0.32,0.53,0.82,2.27,0.77,4.63
Daniel Gibson,PG,0.76,0.41,0.39,0.76,2.0,1.97,7.66
Andreas Glyniadakis,C,0.5,0.0,0.47,0.5,0.6,0.1,1.3
Lynn Greer,SG,0.84,0.35,0.48,0.84,0.7,1.3,4.1
Mike Hall,SF,0.0,0.0,0.25,0.0,1.0,0.5,1.0
Walter Herrmann,PF,0.81,0.35,0.48,0.81,1.94,0.4,4.68
Robert Hite,SG,0.67,0.22,0.38,0.67,1.3,0.7,4.3
Ryan Hollins,C,0.56,0.0,0.58,0.56,2.16,0.23,3.32
Mile Ilić,C,0.0,0.0,0.0,0.0,0.2,0.0,0.0
Ersan İlyasova,PF,0.73,0.36,0.5,0.73,5.73,1.13,10.21
Alexander Johnson,PF,0.67,0.0,0.51,0.67,2.65,0.3,4.3
Bobby Jones,SF,0.53,0.21,0.5,0.53,1.83,0.53,3.4
Solomon Jones,PF,0.64,0.05,0.37,0.64,2.27,0.32,2.55
Tarence Kinsey,SG,0.83,0.37,0.46,0.83,1.3,0.43,4.43
James Lang,C,0.6,0.0,0.44,0.6,1.0,0.2,1.0
Kyle Lowry,PG,0.81,0.34,0.47,0.81,4.06,5.77,13.47
Renaldo Major,PF,0.5,0.0,0.2,0.5,2.0,0.0,5.0
Damir Markota,PF,0.64,0.38,0.36,0.64,1.0,0.2,1.7
Chris McCray,SG,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ivan McFarlin,PF,0.71,0.0,0.42,0.71,1.0,0.1,1.4
Pops Mensah-Bonsu,PF,0.51,0.0,0.44,0.51,2.74,0.19,2.9
Paul Millsap,PF,0.73,0.28,0.51,0.73,7.29,2.3,14.08
Randolph Morris,C,0.6,0.0,0.38,0.6,1.55,0.12,1.73
Adam Morrison,PF,0.67,0.3,0.39,0.67,1.6,0.96,4.8
David Noel,PF,0.86,0.32,0.39,0.86,1.8,1.0,2.7
Steve Novak,SF,0.6,0.43,0.41,0.6,0.89,0.18,3.24
Patrick O\'Bryant,C,0.56,0.0,0.51,0.56,1.5,0.28,2.32
Kevinn Pinkney,PF,0.67,0.5,0.44,0.67,2.5,0.8,5.2
Leon Powe,C,0.62,0.0,0.5,0.62,3.13,0.26,5.66
Roger Powell,SF,1.0,0.0,0.0,1.0,1.0,0.0,0.7
Chris Quinn,PG,0.81,0.3,0.4,0.81,0.88,1.67,3.65
Allan Ray,SG,0.76,0.41,0.36,0.76,1.5,0.9,6.2
J.J. Redick,PG,0.89,0.4,0.48,0.89,1.99,2.12,12.64
Jeremy Richardson,SG-SF,0.31,0.36,0.27,0.31,0.39,0.11,1.39
Sergio Rodríguez,PG,0.74,0.33,0.47,0.74,1.44,3.34,5.5
Rajon Rondo,PG,0.57,0.29,0.47,0.57,4.92,8.47,10.08
Brandon Roy,SG,0.79,0.29,0.47,0.79,3.93,4.48,16.33
Thabo Sefolosha,SG,0.73,0.34,0.5,0.73,3.72,1.36,5.76
Mouhamed Sene,C,0.73,0.0,0.54,0.73,2.38,0.02,2.78
Cedric Simmons,PF,0.26,0.0,0.32,0.26,1.27,0.09,1.27
Uroš Slokar,C,0.69,0.5,0.54,0.69,0.7,0.1,1.9
Craig Smith,PF,0.68,0.03,0.55,0.68,3.67,0.77,7.23
Steven Smith,PF,0.5,0.0,0.25,0.5,0.8,0.0,0.6
Vassilis Spanoulis,SG,0.81,0.17,0.42,0.81,0.7,0.9,2.7
Tyrus Thomas,PF,0.76,0.12,0.49,0.76,4.48,0.83,7.37
P.J. Tucker,SF,0.73,0.33,0.47,0.73,5.46,1.31,6.77
Marcus Vinicius,SF,0.58,0.42,0.5,0.58,0.7,0.3,1.95
James White,SG,0.46,0.38,0.54,0.46,1.37,0.53,4.1
Justin Williams,C,0.31,0.0,0.47,0.31,2.42,0.03,2.73
Marcus Williams,PG,0.66,0.32,0.36,0.66,1.48,2.48,4.58
Shawne Williams,SG,0.79,0.29,0.45,0.79,2.87,0.61,5.02
Shelden Williams,PF,0.73,0.04,0.46,0.73,3.97,0.42,4.32
Arron Afflalo,SG,0.83,0.37,0.47,0.83,2.85,1.77,10.99
Blake Ahearn,PG,0.66,0.34,0.21,0.66,0.8,0.87,3.67
Lance Allred,C,0.5,0.0,0.25,0.5,0.3,0.0,1.0
Morris Almond,SG,0.6,0.29,0.36,0.6,1.2,0.37,2.87
Joel Anthony,PF,0.65,0.0,0.49,0.65,2.27,0.16,1.79
Marco Belinelli,SG,0.84,0.38,0.47,0.84,1.94,1.64,9.73
Corey Brewer,SF,0.71,0.26,0.5,0.71,2.67,1.45,7.48
Aaron Brooks,PG,0.78,0.35,0.44,0.78,1.51,2.87,8.64
Wilson Chandler,SF,0.77,0.34,0.49,0.77,5.0,1.66,11.23
Mike Conley,PG,0.81,0.37,0.46,0.81,2.92,5.51,14.98
Daequan Cook,SG,0.77,0.34,0.38,0.77,1.84,0.66,5.34
Javaris Crittenton,SG,0.62,0.19,0.47,0.62,2.13,1.45,4.88
Jermareo Davidson,SF,0.56,0.0,0.45,0.56,2.0,0.2,3.1
Glen Davis,C,0.7,0.14,0.46,0.7,4.56,0.95,8.36
Guillermo Díaz,SG,0.6,0.0,0.33,0.6,0.3,0.2,0.8
Jared Dudley,PF,0.73,0.38,0.5,0.73,3.07,1.43,6.87
Kevin Durant,SG,0.88,0.38,0.54,0.88,7.07,4.12,26.88
Nick Fazekas,PF,0.45,0.0,0.52,0.45,2.7,0.3,3.27
Kyrylo Fesenko,C,0.46,0.0,0.47,0.46,2.28,0.26,2.24
Thomas Gardner,SG,0.25,0.21,0.47,0.25,0.7,0.2,3.4
Marcin Gortat,C,0.68,0.18,0.55,0.68,7.39,1.03,9.09
Aaron Gray,C,0.56,0.0,0.51,0.56,3.36,0.65,2.88
Jeff Green,SF,0.8,0.33,0.51,0.8,4.16,1.5,12.61
Taurean Green,SG-PG,0.89,0.21,0.35,0.89,0.6,0.63,1.6
Mike Harris,PF,0.71,0.0,0.43,0.71,1.88,0.23,2.65
Spencer Hawes,C,0.74,0.33,0.5,0.74,5.64,1.94,8.81
Al Horford,C,0.76,0.35,0.54,0.76,8.15,3.23,14.02
Yi Jianlian,PF,0.75,0.31,0.41,0.75,4.64,0.66,7.48
Coby Karl,SG,0.53,0.17,0.31,0.53,2.03,1.6,3.2
Carl Landry,PF,0.78,0.14,0.54,0.78,4.89,0.71,11.41
Keith Langford,SG,0.0,0.0,0.25,0.0,1.0,0.0,1.0
Stéphane Lasme,PF-SF,0.4,0.0,0.3,0.4,2.27,0.13,3.57
Acie Law,PG,0.76,0.21,0.46,0.76,0.89,1.37,3.92
Ian Mahinmi,C,0.65,0.03,0.54,0.65,4.01,0.54,5.03
Dominic McGuire,SG,0.35,0.06,0.37,0.35,2.74,0.85,1.91
Josh McRoberts,PF,0.59,0.26,0.47,0.59,3.38,1.68,4.52
Jamario Moon,SF,0.86,0.32,0.5,0.86,3.79,0.94,5.53
Juan Carlos Navarro,SG,0.85,0.36,0.46,0.85,2.6,2.2,10.9
Demetris Nichols,SF,0.17,0.09,0.36,0.17,0.43,0.17,1.38
Joakim Noah,C,0.66,0.0,0.49,0.66,8.07,2.57,7.58
Oleksiy Pecherov,C,0.79,0.29,0.44,0.79,2.37,0.2,3.9
Kosta Perović,C,0.67,0.0,0.3,0.67,1.9,0.1,1.4
Kasib Powell,SF,0.67,0.24,0.43,0.67,4.0,1.6,7.6
Gabe Pruitt,PG,0.66,0.27,0.36,0.66,0.7,0.85,2.05
Chris Richard,C,0.61,0.0,0.49,0.61,2.95,0.35,2.0
Cheikh Samb,C,0.31,0.0,0.28,0.31,1.38,0.06,0.88
Luis Scola,PF,0.73,0.15,0.5,0.73,6.5,1.59,11.66
Ramon Sessions,PG,0.78,0.31,0.43,0.78,2.53,4.06,9.43
Courtney Sims,C,0.0,0.0,0.25,0.0,1.68,0.07,2.25
Jason Smith,PF,0.82,0.24,0.42,0.82,3.16,0.69,5.54
D.J. Strawberry,SG,0.47,0.24,0.34,0.47,0.8,0.9,2.2
Rodney Stuckey,PG,0.82,0.28,0.44,0.82,2.88,3.49,12.2
Al Thornton,PF,0.75,0.25,0.48,0.75,3.81,1.09,10.38
Alando Tucker,SF,0.63,0.18,0.46,0.63,0.88,0.26,3.52
Darius Washington,SG,0.54,0.33,0.47,0.54,1.1,0.8,2.9
Darryl Watkins,C,0.45,0.0,0.42,0.45,3.35,0.3,2.95
C.J. Watson,PG,0.81,0.36,0.44,0.81,1.9,2.48,7.03
Mario West,SG,0.58,0.31,0.48,0.58,1.1,0.62,1.55
Marcus Williams,PF-SF,0.0,0.0,0.38,0.0,0.57,0.15,0.97
Sean Williams,C,0.75,0.0,0.52,0.75,2.83,0.45,3.58
Brandan Wright,PF,0.62,0.0,0.6,0.62,3.32,0.44,6.02
Julian Wright,SF,0.58,0.26,0.52,0.58,2.33,0.8,3.93
Nick Young,SG,0.78,0.37,0.41,0.78,1.9,0.92,11.21
Thaddeus Young,PF,0.66,0.31,0.52,0.66,5.84,1.71,13.23
Alexis Ajinça,PF,0.67,0.12,0.48,0.67,2.98,0.34,4.4
Joe Alexander,SF,0.68,0.17,0.32,0.68,1.25,0.5,2.6
Ryan Anderson,PF,0.76,0.34,0.44,0.76,4.57,0.86,10.06
Darrell Arthur,PF,0.74,0.23,0.47,0.74,3.21,0.8,6.06
D.J. Augustin,PG,0.86,0.36,0.43,0.86,1.81,3.86,9.42
Nicolas Batum,SF,0.84,0.36,0.51,0.84,5.12,3.61,11.08
Jerryd Bayless,PG,0.8,0.34,0.42,0.8,2.17,2.95,8.49
Michael Beasley,PF,0.75,0.33,0.49,0.75,4.42,1.23,11.69
Bobby Brown,SG-PG,0.82,0.32,0.42,0.82,0.69,1.51,4.42
Mario Chalmers,PG,0.81,0.32,0.47,0.81,2.45,3.66,8.75
Joe Crawford,SF,1.0,0.25,0.33,1.0,2.0,0.5,4.5
Joey Dorsey,PF,0.35,0.0,0.49,0.35,2.92,0.28,1.85
Chris Douglas-Roberts,SG,0.83,0.23,0.45,0.83,1.72,0.95,5.55
Goran Dragić,PG,0.75,0.36,0.5,0.75,2.98,4.52,13.28
Rudy Fernández,SG,0.82,0.35,0.47,0.82,2.4,2.23,8.93
Danilo Gallinari,SG,0.88,0.37,0.46,0.88,4.78,1.92,15.55
Marc Gasol,C,0.77,0.28,0.5,0.77,7.59,3.57,14.15
J.R. Giddens,SF,0.43,0.0,0.58,0.43,1.48,0.32,2.02
Eric Gordon,SG,0.81,0.36,0.48,0.81,2.46,2.9,16.81
Donté Greene,SF,0.74,0.29,0.46,0.74,2.33,0.67,5.88
Hamed Haddadi,C,0.6,0.0,0.46,0.6,2.77,0.33,2.39
Malik Hairston,SG,0.43,0.09,0.54,0.43,1.45,0.6,2.7
Roy Hibbert,C,0.69,0.1,0.5,0.69,5.41,1.12,8.55
J.J. Hickson,C,0.59,0.0,0.5,0.59,6.08,0.8,8.67
George Hill,PG,0.8,0.38,0.51,0.8,2.98,3.11,10.83
Steven Hill,PF,0.0,0.0,1.0,0.0,3.0,0.0,2.0
Othello Hunter,PF,0.38,0.0,0.44,0.38,1.6,0.05,1.5
Darnell Jackson,PF,0.53,0.17,0.36,0.53,1.36,0.12,1.74
Nathan Jawai,PF,0.34,0.0,0.35,0.34,1.5,0.3,1.75
Dontell Jefferson,SG,0.67,0.5,0.5,0.67,2.0,1.5,4.8
Trey Johnson,SG,0.96,0.13,0.39,0.96,0.66,0.68,3.44
DeAndre Jordan,C,0.52,0.02,0.66,0.52,10.84,1.16,9.49
Kosta Koufos,C,0.57,0.0,0.51,0.57,4.38,0.45,5.07
Rob Kurz,PF,0.8,0.4,0.39,0.8,2.0,0.5,3.9
Courtney Lee,SG,0.83,0.38,0.49,0.83,2.41,1.53,8.59
Brook Lopez,C,0.78,0.13,0.53,0.78,6.11,1.44,17.28
Robin Lopez,C,0.73,0.07,0.54,0.73,4.89,0.78,8.57
Kevin Love,C,0.83,0.34,0.47,0.83,11.32,2.34,18.27
Cartier Martin,SF,0.66,0.37,0.44,0.66,2.26,0.59,5.57
O.J. Mayo,SG,0.81,0.37,0.45,0.81,3.04,2.89,13.26
Luc Mbah a Moute,PF,0.63,0.25,0.5,0.63,3.48,0.81,5.64
JaVale McGee,C,0.6,0.1,0.56,0.6,4.83,0.35,7.5
Anthony Morrow,SG,0.9,0.38,0.47,0.9,1.58,0.73,7.72
DeMarcus Nelson,PG,0.36,0.0,0.47,0.36,1.8,1.0,4.1
Greg Oden,C,0.66,0.0,0.57,0.66,5.93,0.47,7.63
Anthony Randolph,PF,0.7,0.12,0.45,0.7,4.09,0.75,7.1
Derrick Rose,PG,0.85,0.28,0.47,0.85,2.91,4.65,16.35
Brandon Rush,SG,0.66,0.32,0.46,0.66,2.43,0.93,6.09
Walter Sharpe,PF,0.0,0.0,0.44,0.0,0.4,0.0,1.0
Sean Singletary,PG,0.89,0.4,0.35,0.89,0.97,0.8,2.43
Marreese Speights,C,0.79,0.26,0.47,0.79,4.2,0.65,7.99
Mike Taylor,PG,0.69,0.33,0.43,0.69,1.7,2.1,5.7
Jason Thompson,PF,0.67,0.08,0.5,0.67,5.75,0.96,7.54
Anthony Tolliver,PF,0.7,0.33,0.44,0.7,3.19,0.86,5.51
Roko Ukić,PG,0.78,0.21,0.52,0.78,0.6,1.5,3.65
Henry Walker,SF,0.8,0.27,0.54,0.8,2.16,0.9,6.2
Kyle Weaver,SG,0.81,0.38,0.41,0.81,1.93,1.37,4.63
Sonny Weems,SG,0.57,0.23,0.43,0.57,1.62,1.05,4.28
Russell Westbrook,PG,0.79,0.3,0.47,0.79,7.07,8.22,23.38
D.J. White,PF,0.61,0.12,0.46,0.61,2.79,0.44,5.0
Jawad Williams,SF,0.49,0.32,0.43,0.49,1.17,0.47,3.1
Sun Yue,SG,0.0,0.0,0.6,0.0,0.0,0.2,0.6
David Andersen,C,0.7,0.34,0.49,0.7,2.55,0.45,4.25
Antonio Anderson,SF,0.0,0.0,0.33,0.0,1.0,0.0,2.0
Jeff Ayres,C,0.8,0.08,0.54,0.8,2.35,0.33,2.68
Rodrigue Beaubois,PG,0.8,0.32,0.49,0.8,1.85,2.1,7.1
DeJuan Blair,PF,0.59,0.0,0.5,0.59,4.47,0.73,5.91
Jon Brockman,PF,0.58,0.0,0.46,0.58,3.03,0.33,2.03
Derrick Brown,SF,0.59,0.42,0.56,0.59,2.18,0.64,4.64
Chase Budinger,SF,0.76,0.33,0.51,0.76,2.82,1.1,6.99
DeMarre Carroll,SF,0.68,0.23,0.47,0.68,2.96,0.99,6.08
Omri Casspi,SF,0.6,0.37,0.52,0.6,3.55,0.98,7.4
Earl Clark,PF,0.61,0.19,0.42,0.61,2.58,0.39,3.92
Darren Collison,PG,0.85,0.39,0.5,0.85,2.69,5.02,12.63
Dante Cunningham,PF,0.66,0.18,0.51,0.66,3.8,0.69,5.96
JamesOn Curry,PG,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephen Curry,PG,0.91,0.42,0.53,0.91,4.54,6.48,22.85
Austin Daye,SF,0.74,0.33,0.43,0.74,2.08,0.64,4.17
DeMar DeRozan,SG,0.82,0.26,0.48,0.82,4.35,3.58,20.05
Toney Douglas,PG,0.8,0.32,0.45,0.8,2.03,2.03,6.41
Wayne Ellington,SG,0.85,0.38,0.46,0.85,2.09,1.15,8.1
Tyreke Evans,SG,0.76,0.32,0.46,0.76,4.38,4.52,14.74
Jonny Flynn,PG,0.77,0.3,0.38,0.77,1.52,3.48,6.38
Sundiata Gaines,PG,0.5,0.27,0.48,0.5,1.48,1.72,4.48
Alonzo Gee,SG,0.64,0.29,0.45,0.64,2.6,0.74,5.15
Taj Gibson,PF,0.71,0.18,0.52,0.71,6.11,0.98,9.55
Trey Gilder,SF,0.0,0.0,1.0,0.0,0.5,0.0,1.0
Danny Green,SG,0.71,0.38,0.48,0.71,3.18,1.39,8.08
Taylor Griffin,SF,0.5,0.0,0.5,0.5,0.3,0.1,1.3
Tyler Hansbrough,PF,0.72,0.12,0.45,0.72,4.16,0.47,6.67
James Harden,SG,0.85,0.37,0.51,0.85,5.32,6.27,25.14
Gerald Henderson,SG,0.79,0.29,0.45,0.79,3.12,1.81,10.85
Jordan Hill,PF,0.7,0.02,0.49,0.7,4.89,0.56,6.23
Jrue Holiday,PG,0.78,0.36,0.49,0.78,3.9,6.48,15.8
Lester Hudson,PG,0.77,0.34,0.38,0.77,1.35,1.18,4.94
Chris Hunter,C,0.75,0.0,0.51,0.75,2.8,0.6,4.5
Serge Ibaka,PF,0.77,0.34,0.54,0.77,7.28,0.78,12.89
Cedric Jackson,PG,0.58,0.12,0.28,0.58,0.75,1.27,1.8
Othyus Jeffers,SG,0.61,0.07,0.46,0.61,2.27,0.57,2.87
Brandon Jennings,PG,0.79,0.33,0.41,0.79,2.64,4.98,11.1
Jonas Jerebko,PF,0.79,0.37,0.5,0.79,3.95,0.85,6.23
James Johnson,PF,0.66,0.29,0.53,0.66,3.53,2.14,7.69
Oliver Lafayette,SG,0.0,0.5,0.5,0.0,4.0,2.0,7.0
Marcus Landry,SF,0.4,0.22,0.31,0.4,0.73,0.0,1.67
Ty Lawson,PG,0.73,0.36,0.48,0.73,2.6,5.59,11.22
Wesley Matthews,SG,0.82,0.37,0.45,0.82,2.86,2.2,12.53
Eric Maynor,PG,0.71,0.33,0.39,0.71,1.28,2.62,4.15
Jodie Meeks,SG,0.88,0.37,0.46,0.88,1.91,1.02,8.12
Patty Mills,PG,0.83,0.4,0.48,0.83,1.53,2.1,8.19
Byron Mullens,PF,0.48,0.24,0.45,0.48,2.93,0.49,5.2
A.J. Price,PG,0.56,0.24,0.44,0.56,1.27,1.9,5.09
DaJuan Summers,SF,0.48,0.27,0.37,0.48,1.0,0.42,2.98
Jermaine Taylor,SG,0.76,0.31,0.5,0.76,1.6,0.72,5.67
Jeff Teague,PG,0.84,0.35,0.47,0.84,2.43,5.67,12.08
Garrett Temple,SG,0.64,0.29,0.44,0.64,1.83,1.39,5.17
Hasheem Thabeet,C,0.42,0.0,0.51,0.42,1.93,0.07,1.54
Marcus Thornton,SG,0.82,0.34,0.46,0.82,2.7,1.34,10.83
Reggie Williams,SF,0.66,0.33,0.52,0.66,1.9,1.23,6.64
Terrence Williams,SF,0.6,0.31,0.42,0.6,2.94,2.01,6.08
Sam Young,SF,0.71,0.29,0.4,0.71,2.07,0.6,4.53
Jeff Adrien,PF,0.6,0.0,0.47,0.6,4.39,0.6,4.66
Solomon Alabi,C,0.44,0.0,0.28,0.44,2.3,0.2,1.45
Cole Aldrich,C,0.66,0.0,0.52,0.66,2.88,0.37,2.57
Al-Farouq Aminu,SF,0.73,0.3,0.45,0.73,5.99,1.23,7.36
James Anderson,SF,0.79,0.34,0.46,0.79,1.87,1.04,4.59
Ömer Aşık,C,0.45,0.0,0.48,0.45,5.75,0.47,3.93
Luke Babbitt,SF,0.65,0.37,0.38,0.65,2.15,0.6,4.65
Eric Bledsoe,PG,0.78,0.33,0.5,0.78,3.78,4.7,14.73
Trevor Booker,PF,0.67,0.22,0.54,0.67,5.35,1.11,6.85
Craig Brackins,PF,0.25,0.17,0.31,0.25,1.2,0.45,2.15
Avery Bradley,PG,0.79,0.32,0.47,0.79,2.85,1.93,11.44
Derrick Caracter,C,0.74,0.0,0.48,0.74,1.0,0.2,2.0
Sherron Collins,PG,1.0,0.2,0.33,1.0,0.3,0.4,0.9
Marcus Cousin,C,0.0,0.0,0.67,0.0,0.8,0.0,1.0
DeMarcus Cousins,C,0.74,0.25,0.48,0.74,10.95,3.54,22.15
Jordan Crawford,SG,0.83,0.34,0.44,0.83,2.35,3.02,11.22
Ed Davis,PF,0.59,0.0,0.55,0.59,6.22,0.73,6.18
Zabian Dowdell,PG,0.94,0.3,0.42,0.94,0.8,2.1,5.0
Devin Ebanks,SG,0.74,0.22,0.41,0.74,1.97,0.37,3.5
Semih Erden,C,0.66,0.0,0.49,0.66,2.8,0.4,3.72
Jeremy Evans,SF,0.58,0.09,0.68,0.58,2.1,0.33,2.94
Patrick Ewing,SF,0.75,0.0,0.0,0.75,0.3,0.3,0.4
Christian Eyenga,SF,0.62,0.28,0.36,0.62,2.2,0.8,4.7
Derrick Favors,PF,0.64,0.09,0.54,0.64,7.08,1.07,10.65
Landry Fields,SG,0.69,0.26,0.5,0.69,3.54,1.4,5.46
Gary Forbes,SF,0.7,0.34,0.46,0.7,1.95,0.95,5.9
Paul George,SG,0.83,0.38,0.46,0.83,6.06,3.08,18.6
Blake Griffin,PF,0.72,0.3,0.51,0.72,8.25,4.65,21.17
Luke Harangody,PF,0.72,0.23,0.44,0.72,2.9,0.57,3.82
Manny Harris,SG,0.7,0.26,0.36,0.7,2.85,1.12,5.68
Gordon Hayward,SF,0.74,0.34,0.54,0.74,4.11,3.12,13.94
Lazar Hayward,SF,0.79,0.19,0.37,0.79,1.1,0.57,2.57
Xavier Henry,SG,0.62,0.25,0.38,0.62,1.66,0.62,5.14
Damion James,SF,0.58,0.0,0.28,0.58,2.75,0.45,2.62
Eugene Jeter,PG,0.9,0.2,0.44,0.9,1.1,2.6,4.1
Armon Johnson,PG,0.65,0.27,0.6,0.65,1.2,0.95,3.92
Chris Johnson,C,0.78,0.0,0.51,0.78,1.97,0.19,2.49
Wesley Johnson,SG,0.71,0.32,0.44,0.71,2.82,0.93,6.08
Dominique Jones,SG,0.76,0.08,0.39,0.76,1.43,1.77,3.0
Gani Lawal,PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeremy Lin,PG,0.83,0.33,0.47,0.83,2.44,3.94,11.44
Greg Monroe,C,0.65,0.08,0.53,0.65,6.79,1.85,10.95
Timofey Mozgov,C,0.74,0.1,0.54,0.74,4.58,0.48,6.18
Hamady N\'Diaye,C,0.17,0.0,0.38,0.17,0.57,0.07,0.43
Gary Neal,SG,0.87,0.34,0.4,0.87,2.03,1.57,9.47
Larry Owens,SF,0.52,0.42,0.48,0.52,1.5,0.7,3.18
